a,b,c,d,stairsum,len
24,16,18,22,76,12.6666666667
24,16,19,21,76,15.2
24,16,20,20,76,19
24,16,21,19,76,25.3333333333
24,16,22,18,76,38
24,16,23,17,76,76
25,15,2,38,76,3.3043478261
25,15,3,37,76,3.4545454545
25,15,4,36,76,3.619047619
25,15,5,35,76,3.8
25,15,6,34,76,4
25,15,7,33,76,4.2222222222
25,15,8,32,76,4.4705882353
25,15,9,31,76,4.75
25,15,10,30,76,5.0666666667
25,15,11,29,76,5.4285714286
25,15,12,28,76,5.8461538462
25,15,13,27,76,6.3333333333
25,15,14,26,76,6.9090909091
25,15,15,25,76,7.6
25,15,16,24,76,8.4444444444
25,15,17,23,76,9.5
25,15,18,22,76,10.8571428571
25,15,19,21,76,12.6666666667
25,15,20,20,76,15.2
25,15,21,19,76,19
25,15,22,18,76,25.3333333333
25,15,23,17,76,38
25,15,24,16,76,76
26,14,2,38,76,3.1666666667
26,14,3,37,76,3.3043478261
26,14,4,36,76,3.4545454545
26,14,5,35,76,3.619047619
26,14,6,34,76,3.8
26,14,7,33,76,4
26,14,8,32,76,4.2222222222
26,14,9,31,76,4.4705882353
26,14,10,30,76,4.75
26,14,11,29,76,5.0666666667
26,14,12,28,76,5.4285714286
26,14,13,27,76,5.8461538462
26,14,14,26,76,6.3333333333
26,14,15,25,76,6.9090909091
26,14,16,24,76,7.6
26,14,17,23,76,8.4444444444
26,14,18,22,76,9.5
26,14,19,21,76,10.8571428571
26,14,20,20,76,12.6666666667
26,14,21,19,76,15.2
26,14,22,18,76,19
26,14,23,17,76,25.3333333333
26,14,24,16,76,38
26,14,25,15,76,76
27,13,2,38,76,3.04
27,13,3,37,76,3.1666666667
27,13,4,36,76,3.3043478261
27,13,5,35,76,3.4545454545
27,13,6,34,76,3.619047619
27,13,7,33,76,3.8
27,13,8,32,76,4
27,13,9,31,76,4.2222222222
27,13,10,30,76,4.4705882353
27,13,11,29,76,4.75
27,13,12,28,76,5.0666666667
27,13,13,27,76,5.4285714286
27,13,14,26,76,5.8461538462
27,13,15,25,76,6.3333333333
27,13,16,24,76,6.9090909091
27,13,17,23,76,7.6
27,13,18,22,76,8.4444444444
27,13,19,21,76,9.5
27,13,20,20,76,10.8571428571
27,13,21,19,76,12.6666666667
27,13,22,18,76,15.2
27,13,23,17,76,19
27,13,24,16,76,25.3333333333
27,13,25,15,76,38
27,13,26,14,76,76
28,12,2,38,76,2.9230769231
28,12,3,37,76,3.04
28,12,4,36,76,3.1666666667
28,12,5,35,76,3.3043478261
28,12,6,34,76,3.4545454545
28,12,7,33,76,3.619047619
28,12,8,32,76,3.8
28,12,9,31,76,4
28,12,10,30,76,4.2222222222
28,12,11,29,76,4.4705882353
28,12,12,28,76,4.75
28,12,13,27,76,5.0666666667
28,12,14,26,76,5.4285714286
28,12,15,25,76,5.8461538462
28,12,16,24,76,6.3333333333
28,12,17,23,76,6.9090909091
28,12,18,22,76,7.6
28,12,19,21,76,8.4444444444
28,12,20,20,76,9.5
28,12,21,19,76,10.8571428571
28,12,22,18,76,12.6666666667
28,12,23,17,76,15.2
28,12,24,16,76,19
28,12,25,15,76,25.3333333333
28,12,26,14,76,38
28,12,27,13,76,76
29,11,2,38,76,2.8148148148
29,11,3,37,76,2.9230769231
29,11,4,36,76,3.04
29,11,5,35,76,3.1666666667
29,11,6,34,76,3.3043478261
29,11,7,33,76,3.4545454545
29,11,8,32,76,3.619047619
29,11,9,31,76,3.8
29,11,10,30,76,4
29,11,11,29,76,4.2222222222
29,11,12,28,76,4.4705882353
29,11,13,27,76,4.75
29,11,14,26,76,5.0666666667
29,11,15,25,76,5.4285714286
29,11,16,24,76,5.8461538462
29,11,17,23,76,6.3333333333
29,11,18,22,76,6.9090909091
29,11,19,21,76,7.6
29,11,20,20,76,8.4444444444
29,11,21,19,76,9.5
29,11,22,18,76,10.8571428571
29,11,23,17,76,12.6666666667
29,11,24,16,76,15.2
29,11,25,15,76,19
29,11,26,14,76,25.3333333333
29,11,27,13,76,38
29,11,28,12,76,76
30,10,2,38,76,2.7142857143
30,10,3,37,76,2.8148148148
30,10,4,36,76,2.9230769231
30,10,5,35,76,3.04
30,10,6,34,76,3.1666666667
30,10,7,33,76,3.3043478261
30,10,8,32,76,3.4545454545
30,10,9,31,76,3.619047619
30,10,10,30,76,3.8
30,10,11,29,76,4
30,10,12,28,76,4.2222222222
30,10,13,27,76,4.4705882353
30,10,14,26,76,4.75
30,10,15,25,76,5.0666666667
30,10,16,24,76,5.4285714286
30,10,17,23,76,5.8461538462
30,10,18,22,76,6.3333333333
30,10,19,21,76,6.9090909091
30,10,20,20,76,7.6
30,10,21,19,76,8.4444444444
30,10,22,18,76,9.5
30,10,23,17,76,10.8571428571
30,10,24,16,76,12.6666666667
30,10,25,15,76,15.2
30,10,26,14,76,19
30,10,27,13,76,25.3333333333
30,10,28,12,76,38
30,10,29,11,76,76
31,9,2,38,76,2.6206896552
31,9,3,37,76,2.7142857143
31,9,4,36,76,2.8148148148
31,9,5,35,76,2.9230769231
31,9,6,34,76,3.04
31,9,7,33,76,3.1666666667
31,9,8,32,76,3.3043478261
31,9,9,31,76,3.4545454545
31,9,10,30,76,3.619047619
31,9,11,29,76,3.8
31,9,12,28,76,4
31,9,13,27,76,4.2222222222
31,9,14,26,76,4.4705882353
31,9,15,25,76,4.75
31,9,16,24,76,5.0666666667
31,9,17,23,76,5.4285714286
31,9,18,22,76,5.8461538462
31,9,19,21,76,6.3333333333
31,9,20,20,76,6.9090909091
31,9,21,19,76,7.6
31,9,22,18,76,8.4444444444
31,9,23,17,76,9.5
31,9,24,16,76,10.8571428571
31,9,25,15,76,12.6666666667
31,9,26,14,76,15.2
31,9,27,13,76,19
31,9,28,12,76,25.3333333333
31,9,29,11,76,38
31,9,30,10,76,76
32,8,2,38,76,2.5333333333
32,8,3,37,76,2.6206896552
32,8,4,36,76,2.7142857143
32,8,5,35,76,2.8148148148
32,8,6,34,76,2.9230769231
32,8,7,33,76,3.04
32,8,8,32,76,3.1666666667
32,8,9,31,76,3.3043478261
32,8,10,30,76,3.4545454545
32,8,11,29,76,3.619047619
32,8,12,28,76,3.8
32,8,13,27,76,4
32,8,14,26,76,4.2222222222
32,8,15,25,76,4.4705882353
32,8,16,24,76,4.75
32,8,17,23,76,5.0666666667
32,8,18,22,76,5.4285714286
32,8,19,21,76,5.8461538462
32,8,20,20,76,6.3333333333
32,8,21,19,76,6.9090909091
32,8,22,18,76,7.6
32,8,23,17,76,8.4444444444
32,8,24,16,76,9.5
32,8,25,15,76,10.8571428571
32,8,26,14,76,12.6666666667
32,8,27,13,76,15.2
32,8,28,12,76,19
32,8,29,11,76,25.3333333333
32,8,30,10,76,38
32,8,31,9,76,76
33,7,2,38,76,2.4516129032
33,7,3,37,76,2.5333333333
33,7,4,36,76,2.6206896552
33,7,5,35,76,2.7142857143
33,7,6,34,76,2.8148148148
33,7,7,33,76,2.9230769231
33,7,8,32,76,3.04
33,7,9,31,76,3.1666666667
33,7,10,30,76,3.3043478261
33,7,11,29,76,3.4545454545
33,7,12,28,76,3.619047619
33,7,13,27,76,3.8
33,7,14,26,76,4
33,7,15,25,76,4.2222222222
33,7,16,24,76,4.4705882353
33,7,17,23,76,4.75
33,7,18,22,76,5.0666666667
33,7,19,21,76,5.4285714286
33,7,20,20,76,5.8461538462
33,7,21,19,76,6.3333333333
33,7,22,18,76,6.9090909091
33,7,23,17,76,7.6
33,7,24,16,76,8.4444444444
33,7,25,15,76,9.5
33,7,26,14,76,10.8571428571
33,7,27,13,76,12.6666666667
33,7,28,12,76,15.2
33,7,29,11,76,19
33,7,30,10,76,25.3333333333
33,7,31,9,76,38
33,7,32,8,76,76
34,6,2,38,76,2.375
34,6,3,37,76,2.4516129032
34,6,4,36,76,2.5333333333
34,6,5,35,76,2.6206896552
34,6,6,34,76,2.7142857143
34,6,7,33,76,2.8148148148
34,6,8,32,76,2.9230769231
34,6,9,31,76,3.04
34,6,10,30,76,3.1666666667
34,6,11,29,76,3.3043478261
34,6,12,28,76,3.4545454545
34,6,13,27,76,3.619047619
34,6,14,26,76,3.8
34,6,15,25,76,4
34,6,16,24,76,4.2222222222
34,6,17,23,76,4.4705882353
34,6,18,22,76,4.75
34,6,19,21,76,5.0666666667
34,6,20,20,76,5.4285714286
34,6,21,19,76,5.8461538462
34,6,22,18,76,6.3333333333
34,6,23,17,76,6.9090909091
34,6,24,16,76,7.6
34,6,25,15,76,8.4444444444
34,6,26,14,76,9.5
34,6,27,13,76,10.8571428571
34,6,28,12,76,12.6666666667
34,6,29,11,76,15.2
34,6,30,10,76,19
34,6,31,9,76,25.3333333333
34,6,32,8,76,38
34,6,33,7,76,76
35,5,2,38,76,2.303030303
35,5,3,37,76,2.375
35,5,4,36,76,2.4516129032
35,5,5,35,76,2.5333333333
35,5,6,34,76,2.6206896552
35,5,7,33,76,2.7142857143
35,5,8,32,76,2.8148148148
35,5,9,31,76,2.9230769231
35,5,10,30,76,3.04
35,5,11,29,76,3.1666666667
35,5,12,28,76,3.3043478261
35,5,13,27,76,3.4545454545
35,5,14,26,76,3.619047619
35,5,15,25,76,3.8
35,5,16,24,76,4
35,5,17,23,76,4.2222222222
35,5,18,22,76,4.4705882353
35,5,19,21,76,4.75
35,5,20,20,76,5.0666666667
35,5,21,19,76,5.4285714286
35,5,22,18,76,5.8461538462
35,5,23,17,76,6.3333333333
35,5,24,16,76,6.9090909091
35,5,25,15,76,7.6
35,5,26,14,76,8.4444444444
35,5,27,13,76,9.5
35,5,28,12,76,10.8571428571
35,5,29,11,76,12.6666666667
35,5,30,10,76,15.2
35,5,31,9,76,19
35,5,32,8,76,25.3333333333
35,5,33,7,76,38
35,5,34,6,76,76
36,4,2,38,76,2.2352941176
36,4,3,37,76,2.303030303
36,4,4,36,76,2.375
36,4,5,35,76,2.4516129032
36,4,6,34,76,2.5333333333
36,4,7,33,76,2.6206896552
36,4,8,32,76,2.7142857143
36,4,9,31,76,2.8148148148
36,4,10,30,76,2.9230769231
36,4,11,29,76,3.04
36,4,12,28,76,3.1666666667
36,4,13,27,76,3.3043478261
36,4,14,26,76,3.4545454545
36,4,15,25,76,3.619047619
36,4,16,24,76,3.8
36,4,17,23,76,4
36,4,18,22,76,4.2222222222
36,4,19,21,76,4.4705882353
36,4,20,20,76,4.75
36,4,21,19,76,5.0666666667
36,4,22,18,76,5.4285714286
36,4,23,17,76,5.8461538462
36,4,24,16,76,6.3333333333
36,4,25,15,76,6.9090909091
36,4,26,14,76,7.6
36,4,27,13,76,8.4444444444
36,4,28,12,76,9.5
36,4,29,11,76,10.8571428571
36,4,30,10,76,12.6666666667
36,4,31,9,76,15.2
36,4,32,8,76,19
36,4,33,7,76,25.3333333333
36,4,34,6,76,38
36,4,35,5,76,76
37,3,2,38,76,2.1714285714
37,3,3,37,76,2.2352941176
37,3,4,36,76,2.303030303
37,3,5,35,76,2.375
37,3,6,34,76,2.4516129032
37,3,7,33,76,2.5333333333
37,3,8,32,76,2.6206896552
37,3,9,31,76,2.7142857143
37,3,10,30,76,2.8148148148
37,3,11,29,76,2.9230769231
37,3,12,28,76,3.04
37,3,13,27,76,3.1666666667
37,3,14,26,76,3.3043478261
37,3,15,25,76,3.4545454545
37,3,16,24,76,3.619047619
37,3,17,23,76,3.8
37,3,18,22,76,4
37,3,19,21,76,4.2222222222
37,3,20,20,76,4.4705882353
37,3,21,19,76,4.75
37,3,22,18,76,5.0666666667
37,3,23,17,76,5.4285714286
37,3,24,16,76,5.8461538462
37,3,25,15,76,6.3333333333
37,3,26,14,76,6.9090909091
37,3,27,13,76,7.6
37,3,28,12,76,8.4444444444
37,3,29,11,76,9.5
37,3,30,10,76,10.8571428571
37,3,31,9,76,12.6666666667
37,3,32,8,76,15.2
37,3,33,7,76,19
37,3,34,6,76,25.3333333333
37,3,35,5,76,38
37,3,36,4,76,76
38,2,2,38,76,2.1111111111
38,2,3,37,76,2.1714285714
38,2,4,36,76,2.2352941176
38,2,5,35,76,2.303030303
38,2,6,34,76,2.375
38,2,7,33,76,2.4516129032
38,2,8,32,76,2.5333333333
38,2,9,31,76,2.6206896552
38,2,10,30,76,2.7142857143
38,2,11,29,76,2.8148148148
38,2,12,28,76,2.9230769231
38,2,13,27,76,3.04
38,2,14,26,76,3.1666666667
38,2,15,25,76,3.3043478261
38,2,16,24,76,3.4545454545
38,2,17,23,76,3.619047619
38,2,18,22,76,3.8
38,2,19,21,76,4
38,2,20,20,76,4.2222222222
38,2,21,19,76,4.4705882353
38,2,22,18,76,4.75
38,2,23,17,76,5.0666666667
38,2,24,16,76,5.4285714286
38,2,25,15,76,5.8461538462
38,2,26,14,76,6.3333333333
38,2,27,13,76,6.9090909091
38,2,28,12,76,7.6
38,2,29,11,76,8.4444444444
38,2,30,10,76,9.5
38,2,31,9,76,10.8571428571
38,2,32,8,76,12.6666666667
38,2,33,7,76,15.2
38,2,34,6,76,19
38,2,35,5,76,25.3333333333
38,2,36,4,76,38
38,2,37,3,76,76
3,38,2,39,78,78
4,37,2,39,78,39
4,37,3,38,78,78
5,36,2,39,78,26
5,36,3,38,78,39
5,36,4,37,78,78
6,35,2,39,78,19.5
6,35,3,38,78,26
6,35,4,37,78,39
6,35,5,36,78,78
7,34,2,39,78,15.6
7,34,3,38,78,19.5
7,34,4,37,78,26
7,34,5,36,78,39
7,34,6,35,78,78
8,33,2,39,78,13
8,33,3,38,78,15.6
8,33,4,37,78,19.5
8,33,5,36,78,26
8,33,6,35,78,39
8,33,7,34,78,78
9,32,2,39,78,11.1428571429
9,32,3,38,78,13
9,32,4,37,78,15.6
9,32,5,36,78,19.5
9,32,6,35,78,26
9,32,7,34,78,39
9,32,8,33,78,78
10,31,2,39,78,9.75
10,31,3,38,78,11.1428571429
10,31,4,37,78,13
10,31,5,36,78,15.6
10,31,6,35,78,19.5
10,31,7,34,78,26
10,31,8,33,78,39
10,31,9,32,78,78
11,30,2,39,78,8.6666666667
11,30,3,38,78,9.75
11,30,4,37,78,11.1428571429
11,30,5,36,78,13
11,30,6,35,78,15.6
11,30,7,34,78,19.5
11,30,8,33,78,26
11,30,9,32,78,39
11,30,10,31,78,78
12,29,2,39,78,7.8
12,29,3,38,78,8.6666666667
12,29,4,37,78,9.75
12,29,5,36,78,11.1428571429
12,29,6,35,78,13
12,29,7,34,78,15.6
12,29,8,33,78,19.5
12,29,9,32,78,26
12,29,10,31,78,39
12,29,11,30,78,78
13,28,2,39,78,7.0909090909
13,28,3,38,78,7.8
13,28,4,37,78,8.6666666667
13,28,5,36,78,9.75
13,28,6,35,78,11.1428571429
13,28,7,34,78,13
13,28,8,33,78,15.6
13,28,9,32,78,19.5
13,28,10,31,78,26
13,28,11,30,78,39
13,28,12,29,78,78
14,27,2,39,78,6.5
14,27,3,38,78,7.0909090909
14,27,4,37,78,7.8
14,27,5,36,78,8.6666666667
14,27,6,35,78,9.75
14,27,7,34,78,11.1428571429
14,27,8,33,78,13
14,27,9,32,78,15.6
14,27,10,31,78,19.5
14,27,11,30,78,26
14,27,12,29,78,39
14,27,13,28,78,78
15,26,2,39,78,6
15,26,3,38,78,6.5
15,26,4,37,78,7.0909090909
15,26,5,36,78,7.8
15,26,6,35,78,8.6666666667
15,26,7,34,78,9.75
15,26,8,33,78,11.1428571429
15,26,9,32,78,13
15,26,10,31,78,15.6
15,26,11,30,78,19.5
15,26,12,29,78,26
15,26,13,28,78,39
15,26,14,27,78,78
16,25,2,39,78,5.5714285714
16,25,3,38,78,6
16,25,4,37,78,6.5
16,25,5,36,78,7.0909090909
16,25,6,35,78,7.8
16,25,7,34,78,8.6666666667
16,25,8,33,78,9.75
16,25,9,32,78,11.1428571429
16,25,10,31,78,13
16,25,11,30,78,15.6
16,25,12,29,78,19.5
16,25,13,28,78,26
16,25,14,27,78,39
16,25,15,26,78,78
17,24,2,39,78,5.2
17,24,3,38,78,5.5714285714
17,24,4,37,78,6
17,24,5,36,78,6.5
17,24,6,35,78,7.0909090909
17,24,7,34,78,7.8
17,24,8,33,78,8.6666666667
17,24,9,32,78,9.75
17,24,10,31,78,11.1428571429
17,24,11,30,78,13
17,24,12,29,78,15.6
17,24,13,28,78,19.5
17,24,14,27,78,26
17,24,15,26,78,39
17,24,16,25,78,78
18,23,2,39,78,4.875
18,23,3,38,78,5.2
18,23,4,37,78,5.5714285714
18,23,5,36,78,6
18,23,6,35,78,6.5
18,23,7,34,78,7.0909090909
18,23,8,33,78,7.8
18,23,9,32,78,8.6666666667
18,23,10,31,78,9.75
18,23,11,30,78,11.1428571429
18,23,12,29,78,13
18,23,13,28,78,15.6
18,23,14,27,78,19.5
18,23,15,26,78,26
18,23,16,25,78,39
18,23,17,24,78,78
19,22,2,39,78,4.5882352941
19,22,3,38,78,4.875
19,22,4,37,78,5.2
19,22,5,36,78,5.5714285714
19,22,6,35,78,6
19,22,7,34,78,6.5
19,22,8,33,78,7.0909090909
19,22,9,32,78,7.8
19,22,10,31,78,8.6666666667
19,22,11,30,78,9.75
19,22,12,29,78,11.1428571429
19,22,13,28,78,13
19,22,14,27,78,15.6
19,22,15,26,78,19.5
19,22,16,25,78,26
19,22,17,24,78,39
19,22,18,23,78,78
20,21,2,39,78,4.3333333333
20,21,3,38,78,4.5882352941
20,21,4,37,78,4.875
20,21,5,36,78,5.2
20,21,6,35,78,5.5714285714
20,21,7,34,78,6
20,21,8,33,78,6.5
20,21,9,32,78,7.0909090909
20,21,10,31,78,7.8
20,21,11,30,78,8.6666666667
20,21,12,29,78,9.75
20,21,13,28,78,11.1428571429
20,21,14,27,78,13
20,21,15,26,78,15.6
20,21,16,25,78,19.5
20,21,17,24,78,26
20,21,18,23,78,39
20,21,19,22,78,78
21,20,2,39,78,4.1052631579
21,20,3,38,78,4.3333333333
21,20,4,37,78,4.5882352941
21,20,5,36,78,4.875
21,20,6,35,78,5.2
21,20,7,34,78,5.5714285714
21,20,8,33,78,6
21,20,9,32,78,6.5
21,20,10,31,78,7.0909090909
21,20,11,30,78,7.8
21,20,12,29,78,8.6666666667
21,20,13,28,78,9.75
21,20,14,27,78,11.1428571429
21,20,15,26,78,13
21,20,16,25,78,15.6
21,20,17,24,78,19.5
21,20,18,23,78,26
21,20,19,22,78,39
21,20,20,21,78,78
22,19,2,39,78,3.9
22,19,3,38,78,4.1052631579
22,19,4,37,78,4.3333333333
22,19,5,36,78,4.5882352941
22,19,6,35,78,4.875
22,19,7,34,78,5.2
22,19,8,33,78,5.5714285714
22,19,9,32,78,6
22,19,10,31,78,6.5
22,19,11,30,78,7.0909090909
22,19,12,29,78,7.8
22,19,13,28,78,8.6666666667
22,19,14,27,78,9.75
22,19,15,26,78,11.1428571429
22,19,16,25,78,13
22,19,17,24,78,15.6
22,19,18,23,78,19.5
22,19,19,22,78,26
22,19,20,21,78,39
22,19,21,20,78,78
23,18,2,39,78,3.7142857143
23,18,3,38,78,3.9
23,18,4,37,78,4.1052631579
23,18,5,36,78,4.3333333333
23,18,6,35,78,4.5882352941
23,18,7,34,78,4.875
23,18,8,33,78,5.2
23,18,9,32,78,5.5714285714
23,18,10,31,78,6
23,18,11,30,78,6.5
23,18,12,29,78,7.0909090909
23,18,13,28,78,7.8
23,18,14,27,78,8.6666666667
23,18,15,26,78,9.75
23,18,16,25,78,11.1428571429
23,18,17,24,78,13
23,18,18,23,78,15.6
23,18,19,22,78,19.5
23,18,20,21,78,26
23,18,21,20,78,39
23,18,22,19,78,78
24,17,2,39,78,3.5454545455
24,17,3,38,78,3.7142857143
24,17,4,37,78,3.9
24,17,5,36,78,4.1052631579
24,17,6,35,78,4.3333333333
24,17,7,34,78,4.5882352941
24,17,8,33,78,4.875
24,17,9,32,78,5.2
24,17,10,31,78,5.5714285714
24,17,11,30,78,6
24,17,12,29,78,6.5
24,17,13,28,78,7.0909090909
24,17,14,27,78,7.8
24,17,15,26,78,8.6666666667
24,17,16,25,78,9.75
24,17,17,24,78,11.1428571429
24,17,18,23,78,13
24,17,19,22,78,15.6
24,17,20,21,78,19.5
24,17,21,20,78,26
24,17,22,19,78,39
24,17,23,18,78,78
25,16,2,39,78,3.3913043478
25,16,3,38,78,3.5454545455
25,16,4,37,78,3.7142857143
25,16,5,36,78,3.9
25,16,6,35,78,4.1052631579
25,16,7,34,78,4.3333333333
25,16,8,33,78,4.5882352941
25,16,9,32,78,4.875
25,16,10,31,78,5.2
25,16,11,30,78,5.5714285714
25,16,12,29,78,6
25,16,13,28,78,6.5
25,16,14,27,78,7.0909090909
25,16,15,26,78,7.8
25,16,16,25,78,8.6666666667
25,16,17,24,78,9.75
25,16,18,23,78,11.1428571429
25,16,19,22,78,13
25,16,20,21,78,15.6
25,16,21,20,78,19.5
25,16,22,19,78,26
25,16,23,18,78,39
25,16,24,17,78,78
26,15,2,39,78,3.25
26,15,3,38,78,3.3913043478
26,15,4,37,78,3.5454545455
26,15,5,36,78,3.7142857143
26,15,6,35,78,3.9
26,15,7,34,78,4.1052631579
26,15,8,33,78,4.3333333333
26,15,9,32,78,4.5882352941
26,15,10,31,78,4.875
26,15,11,30,78,5.2
26,15,12,29,78,5.5714285714
26,15,13,28,78,6
26,15,14,27,78,6.5
26,15,15,26,78,7.0909090909
26,15,16,25,78,7.8
26,15,17,24,78,8.6666666667
26,15,18,23,78,9.75
26,15,19,22,78,11.1428571429
26,15,20,21,78,13
26,15,21,20,78,15.6
26,15,22,19,78,19.5
26,15,23,18,78,26
26,15,24,17,78,39
26,15,25,16,78,78
27,14,2,39,78,3.12
27,14,3,38,78,3.25
27,14,4,37,78,3.3913043478
27,14,5,36,78,3.5454545455
27,14,6,35,78,3.7142857143
27,14,7,34,78,3.9
27,14,8,33,78,4.1052631579
27,14,9,32,78,4.3333333333
27,14,10,31,78,4.5882352941
27,14,11,30,78,4.875
27,14,12,29,78,5.2
27,14,13,28,78,5.5714285714
27,14,14,27,78,6
27,14,15,26,78,6.5
27,14,16,25,78,7.0909090909
27,14,17,24,78,7.8
27,14,18,23,78,8.6666666667
27,14,19,22,78,9.75
27,14,20,21,78,11.1428571429
27,14,21,20,78,13
27,14,22,19,78,15.6
27,14,23,18,78,19.5
27,14,24,17,78,26
27,14,25,16,78,39
27,14,26,15,78,78
28,13,2,39,78,3
28,13,3,38,78,3.12
28,13,4,37,78,3.25
28,13,5,36,78,3.3913043478
28,13,6,35,78,3.5454545455
28,13,7,34,78,3.7142857143
28,13,8,33,78,3.9
28,13,9,32,78,4.1052631579
28,13,10,31,78,4.3333333333
28,13,11,30,78,4.5882352941
28,13,12,29,78,4.875
28,13,13,28,78,5.2
28,13,14,27,78,5.5714285714
28,13,15,26,78,6
28,13,16,25,78,6.5
28,13,17,24,78,7.0909090909
28,13,18,23,78,7.8
28,13,19,22,78,8.6666666667
28,13,20,21,78,9.75
28,13,21,20,78,11.1428571429
28,13,22,19,78,13
28,13,23,18,78,15.6
28,13,24,17,78,19.5
28,13,25,16,78,26
28,13,26,15,78,39
28,13,27,14,78,78
29,12,2,39,78,2.8888888889
29,12,3,38,78,3
29,12,4,37,78,3.12
29,12,5,36,78,3.25
29,12,6,35,78,3.3913043478
29,12,7,34,78,3.5454545455
29,12,8,33,78,3.7142857143
29,12,9,32,78,3.9
29,12,10,31,78,4.1052631579
29,12,11,30,78,4.3333333333
29,12,12,29,78,4.5882352941
29,12,13,28,78,4.875
29,12,14,27,78,5.2
29,12,15,26,78,5.5714285714
29,12,16,25,78,6
29,12,17,24,78,6.5
29,12,18,23,78,7.0909090909
29,12,19,22,78,7.8
29,12,20,21,78,8.6666666667
29,12,21,20,78,9.75
29,12,22,19,78,11.1428571429
29,12,23,18,78,13
29,12,24,17,78,15.6
29,12,25,16,78,19.5
29,12,26,15,78,26
29,12,27,14,78,39
29,12,28,13,78,78
30,11,2,39,78,2.7857142857
30,11,3,38,78,2.8888888889
30,11,4,37,78,3
30,11,5,36,78,3.12
30,11,6,35,78,3.25
30,11,7,34,78,3.3913043478
30,11,8,33,78,3.5454545455
30,11,9,32,78,3.7142857143
30,11,10,31,78,3.9
30,11,11,30,78,4.1052631579
30,11,12,29,78,4.3333333333
30,11,13,28,78,4.5882352941
30,11,14,27,78,4.875
30,11,15,26,78,5.2
30,11,16,25,78,5.5714285714
30,11,17,24,78,6
30,11,18,23,78,6.5
30,11,19,22,78,7.0909090909
30,11,20,21,78,7.8
30,11,21,20,78,8.6666666667
30,11,22,19,78,9.75
30,11,23,18,78,11.1428571429
30,11,24,17,78,13
30,11,25,16,78,15.6
30,11,26,15,78,19.5
30,11,27,14,78,26
30,11,28,13,78,39
30,11,29,12,78,78
31,10,2,39,78,2.6896551724
31,10,3,38,78,2.7857142857
31,10,4,37,78,2.8888888889
31,10,5,36,78,3
31,10,6,35,78,3.12
31,10,7,34,78,3.25
31,10,8,33,78,3.3913043478
31,10,9,32,78,3.5454545455
31,10,10,31,78,3.7142857143
31,10,11,30,78,3.9
31,10,12,29,78,4.1052631579
31,10,13,28,78,4.3333333333
31,10,14,27,78,4.5882352941
31,10,15,26,78,4.875
31,10,16,25,78,5.2
31,10,17,24,78,5.5714285714
31,10,18,23,78,6
31,10,19,22,78,6.5
31,10,20,21,78,7.0909090909
31,10,21,20,78,7.8
31,10,22,19,78,8.6666666667
31,10,23,18,78,9.75
31,10,24,17,78,11.1428571429
31,10,25,16,78,13
31,10,26,15,78,15.6
31,10,27,14,78,19.5
31,10,28,13,78,26
31,10,29,12,78,39
31,10,30,11,78,78
32,9,2,39,78,2.6
32,9,3,38,78,2.6896551724
32,9,4,37,78,2.7857142857
32,9,5,36,78,2.8888888889
32,9,6,35,78,3
32,9,7,34,78,3.12
32,9,8,33,78,3.25
32,9,9,32,78,3.3913043478
32,9,10,31,78,3.5454545455
32,9,11,30,78,3.7142857143
32,9,12,29,78,3.9
32,9,13,28,78,4.1052631579
32,9,14,27,78,4.3333333333
32,9,15,26,78,4.5882352941
32,9,16,25,78,4.875
32,9,17,24,78,5.2
32,9,18,23,78,5.5714285714
32,9,19,22,78,6
32,9,20,21,78,6.5
32,9,21,20,78,7.0909090909
32,9,22,19,78,7.8
32,9,23,18,78,8.6666666667
32,9,24,17,78,9.75
32,9,25,16,78,11.1428571429
32,9,26,15,78,13
32,9,27,14,78,15.6
32,9,28,13,78,19.5
32,9,29,12,78,26
32,9,30,11,78,39
32,9,31,10,78,78
33,8,2,39,78,2.5161290323
33,8,3,38,78,2.6
33,8,4,37,78,2.6896551724
33,8,5,36,78,2.7857142857
33,8,6,35,78,2.8888888889
33,8,7,34,78,3
33,8,8,33,78,3.12
33,8,9,32,78,3.25
33,8,10,31,78,3.3913043478
33,8,11,30,78,3.5454545455
33,8,12,29,78,3.7142857143
33,8,13,28,78,3.9
33,8,14,27,78,4.1052631579
33,8,15,26,78,4.3333333333
33,8,16,25,78,4.5882352941
33,8,17,24,78,4.875
33,8,18,23,78,5.2
33,8,19,22,78,5.5714285714
33,8,20,21,78,6
33,8,21,20,78,6.5
33,8,22,19,78,7.0909090909
33,8,23,18,78,7.8
33,8,24,17,78,8.6666666667
33,8,25,16,78,9.75
33,8,26,15,78,11.1428571429
33,8,27,14,78,13
33,8,28,13,78,15.6
33,8,29,12,78,19.5
33,8,30,11,78,26
33,8,31,10,78,39
33,8,32,9,78,78
34,7,2,39,78,2.4375
34,7,3,38,78,2.5161290323
34,7,4,37,78,2.6
34,7,5,36,78,2.6896551724
34,7,6,35,78,2.7857142857
34,7,7,34,78,2.8888888889
34,7,8,33,78,3
34,7,9,32,78,3.12
34,7,10,31,78,3.25
34,7,11,30,78,3.3913043478
34,7,12,29,78,3.5454545455
34,7,13,28,78,3.7142857143
34,7,14,27,78,3.9
34,7,15,26,78,4.1052631579
34,7,16,25,78,4.3333333333
34,7,17,24,78,4.5882352941
